"IPAddress","DNS","Location"
"58.185.101.33","DNS not found","Singapore, Singapore, SG"
"115.42.156.129","DNS not found","Singapore, Singapore, SG"
"128.106.215.155","bb128-106-215-155.singnet.com.sg","Singapore, Singapore, SG"
"66.96.196.11","11-196-96-66.myrepublic.com.sg","Singapore, Singapore, SG"
"122.11.202.63","122.11.202-63.unknown.starhub.net.sg","Singapore, Singapore, SG"
"119.73.201.98","DNS not found","Singapore, Singapore, SG"
"203.125.70.106","DNS not found","Jurong Town, Singapore, SG"
"115.42.238.18","DNS not found","Singapore, Singapore, SG"
"202.55.76.220","ptclogistics.com.sg","Singapore, Singapore, SG"
"27.54.59.18","27.54.59-18.unknown.starhub.net.sg","Singapore, Singapore, SG"
"128.106.55.50","bb128-106-55-50.singnet.com.sg","Singapore, Singapore, SG"
"118.189.221.1","1.221.189.118.static.m1net.com.sg","Singapore, Singapore, SG"
"219.74.177.117","bb219-74-177-117.singnet.com.sg","Jurong Town, Singapore, SG"
"119.75.44.254","DNS not found","Singapore, Singapore, SG"
"202.63.156.216","216.202-63-156.ngn.m1net.com.sg","Singapore, Singapore, SG"
"220.255.102.110","bb220-255-102-110.singnet.com.sg","Jurong Town, Singapore, SG"
"223.25.80.130","223-25-80-130.myrepublic.com.sg","Singapore, Singapore, SG"
"203.127.46.122","DNS not found","Woodlands, Singapore, SG"
"180.255.66.86","DNS not found","Singapore, Singapore, SG"
"220.255.102.189","bb220-255-102-189.singnet.com.sg","Jurong Town, Singapore, SG"
"58.185.67.146","DNS not found","Singapore, Singapore, SG"
"66.96.207.252","252-207-96-66.myrepublic.com.sg","Singapore, Singapore, SG"
"129.126.237.67","DNS not found","Singapore, Singapore, SG"
"220.255.123.226","bb220-255-123-226.singnet.com.sg","Singapore, Singapore, SG"
"128.106.210.245","bb128-106-210-245.singnet.com.sg","Yishun New Town, Singapore, SG"
"220.255.243.103","bb220-255-243-103.singnet.com.sg","Singapore, Singapore, SG"
"151.192.74.234","bb151-192-74-234.singnet.com.sg","Jurong Town, Singapore, SG"
"129.126.71.42","DNS not found","Singapore, Singapore, SG"
"119.73.229.147","DNS not found","Singapore, Singapore, SG"
"180.240.133.230","DNS not found","Singapore, Singapore, SG"
"66.96.195.208","208-195-96-66.myrepublic.com.sg","Jurong East, Singapore, SG"
"203.125.215.218","DNS not found","Singapore, Singapore, SG"
"111.223.93.186","111.223.93-186.unknown.starhub.net.sg","Singapore, Singapore, SG"
"202.55.88.98","DNS not found","Singapore, Singapore, SG"
"58.185.134.161","DNS not found","Singapore, Singapore, SG"
"118.200.85.159","bb118-200-85-159.singnet.com.sg","Singapore, Singapore, SG"
"111.223.94.226","111.223.94-226.unknown.starhub.net.sg","Singapore, Singapore, SG"
"203.125.19.140","DNS not found","Singapore, Singapore, SG"
"202.55.70.159","fnet159-f70-access.vqbn.com","Singapore, Singapore, SG"
"122.11.137.242","122.11.137-242.unknown.starhub.net.sg","Singapore, Singapore, SG"
"42.61.120.162","DNS not found","Singapore, Singapore, SG"
"203.125.38.242","DNS not found","Singapore, Singapore, SG"
"203.33.9.230","DNS not found","Singapore, Singapore, SG"
"118.200.7.146","bb118-200-7-146.singnet.com.sg","Singapore, Singapore, SG"
"128.106.90.215","bb128-106-90-215.singnet.com.sg","Yio Chu Kang, Singapore, SG"
"202.55.91.162","fnet162-m91-access.vqbn.com.sg","Boon Lay, Singapore, SG"
"151.192.56.26","bb151-192-56-26.singnet.com.sg","Singapore, Singapore, SG"
"203.125.39.58","DNS not found","Jurong Town, Singapore, SG"
"118.189.186.6","6.186.189.118.static.m1net.com.sg","Jurong West, Singapore, SG"
"129.126.107.114","DNS not found","Jurong East, Singapore, SG"
"202.55.68.146","DNS not found","Singapore, Singapore, SG"
"118.201.128.113","DNS not found","Singapore, Singapore, SG"
"158.140.138.22","mx1.flexisolve.com","Marine Parade, Singapore, SG"
"49.128.56.246","246.56.128.49.static.m1net.com.sg","Singapore, Singapore, SG"
"223.25.76.100","223-25-76-100.myrepublic.com.sg","Singapore, Singapore, SG"
"116.12.194.242","DNS not found","Singapore, Singapore, SG"
"119.73.147.4","DNS not found","Singapore, Singapore, SG"
"52.187.182.64","DNS not found","Singapore, Singapore, SG"
"116.12.154.2","DNS not found","Singapore, Singapore, SG"
"119.73.182.123","DNS not found","Singapore, Singapore, SG"
"128.106.28.81","bb128-106-28-81.singnet.com.sg","Singapore, Singapore, SG"
"118.200.5.51","bb118-200-5-51.singnet.com.sg","Singapore, Singapore, SG"
"27.54.53.252","27.54.53-252.unknown.starhub.net.sg","Singapore, Singapore, SG"
"118.201.229.50","bb118-201-229-50.singnet.com.sg","Sengkang New Town, Singapore, SG"
"61.16.64.46","DNS not found","Singapore, Singapore, SG"
"122.11.242.46","122.11.242-46.unknown.starhub.net.sg","Singapore, Singapore, SG"
"151.192.64.254","bb151-192-64-254.singnet.com.sg","Buona Vista, Singapore, SG"
"202.55.66.230","DNS not found","Singapore, Singapore, SG"
"202.55.92.162","fnet162-m92-access.vqbn.com.sg","Singapore, Singapore, SG"
"128.106.192.14","bb128-106-192-14.singnet.com.sg","Singapore, Singapore, SG"
"58.185.2.170","DNS not found","Singapore, Singapore, SG"
"116.12.180.226","DNS not found","Singapore, Singapore, SG"
"203.118.57.171","DNS not found","Singapore, Singapore, SG"
"202.55.79.254","DNS not found","Singapore, Singapore, SG"
"115.42.246.50","DNS not found","Singapore, Singapore, SG"
"66.96.194.37","37-194-96-66.myrepublic.com.sg","Singapore, Singapore, SG"
"118.200.75.83","bb118-200-75-83.singnet.com.sg","Ang Mo Kio New Town, Singapore, SG"
"118.201.224.237","bb118-201-224-237.singnet.com.sg","Singapore, Singapore, SG"
"101.127.225.190","DNS not found","Singapore, Singapore, SG"
"151.192.58.134","bb151-192-58-134.singnet.com.sg","Singapore, Singapore, SG"
"165.173.6.104","165-173-6-104.myrepublic.com.sg","Singapore, Singapore, SG"
"165.173.2.195","DNS not found","Singapore, Singapore, SG"
"129.126.205.76","76.205.126.129.static.m1net.com.sg","Singapore, Singapore, SG"
"151.192.182.67","bb151-192-182-67.singnet.com.sg","Singapore, Singapore, SG"
"128.106.108.129","bb128-106-108-129.singnet.com.sg","Woodlands, Singapore, SG"
"66.96.194.193","193-194-96-66.myrepublic.com.sg","Singapore, Singapore, SG"
"203.116.38.30","203.116.38-30.unknown.starhub.net.sg","Singapore, Singapore, SG"
"101.127.220.186","101.127.220-186.unknown.starhub.net.sg","Singapore, Singapore, SG"
"118.189.171.171","171.171.189.118.static.m1net.com.sg","Singapore, Singapore, SG"
"49.245.21.19","19.21.245.49.unknown.m1.com.sg","Singapore, Singapore, SG"
"118.201.147.58","DNS not found","Singapore, Singapore, SG"
"121.200.244.154","121-200-244-154.revdns.pacificinternet.com","Singapore, Singapore, SG"
"61.8.196.140","61.8.196-140.unknown.starhub.net.sg","Singapore, Singapore, SG"
"118.200.149.75","bb118-200-149-75.singnet.com.sg","Jurong Town, Singapore, SG"
"202.55.70.250","fnet250-f70-access.vqbn.com","Singapore, Singapore, SG"
"165.173.12.40","DNS not found","Singapore, Singapore, SG"
"118.201.211.182","DNS not found","Singapore, Singapore, SG"
"203.127.61.38","DNS not found","Singapore, Singapore, SG"
"118.201.132.82","DNS not found","Singapore, Singapore, SG"
"203.126.98.178","DNS not found","Singapore, Singapore, SG"
"118.201.251.8","bb118-201-251-8.singnet.com.sg","Singapore, Singapore, SG"
"42.61.5.138","DNS not found","Singapore, Singapore, SG"
"42.61.118.218","DNS not found","Singapore, Singapore, SG"
"116.15.253.23","bb116-15-253-23.singnet.com.sg","Singapore, Singapore, SG"
"219.74.176.254","bb219-74-176-254.singnet.com.sg","Singapore, Singapore, SG"
"219.74.237.112","bb219-74-237-112.singnet.com.sg","Singapore, Singapore, SG"
"151.192.76.45","bb151-192-76-45.singnet.com.sg","Singapore, Singapore, SG"
"42.61.26.186","DNS not found","Singapore, Singapore, SG"
"124.155.217.113","124.155.217-113.unknown.starhub.net.sg","Singapore, Singapore, SG"
"203.126.42.161","DNS not found","Jurong Town, Singapore, SG"
"128.106.190.171","bb128-106-190-171.singnet.com.sg","Sembawang Estate, Singapore, SG"
"128.106.182.78","bb128-106-182-78.singnet.com.sg","Singapore, Singapore, SG"
"165.173.17.217","165-173-17-217.myrepublic.com.sg","Singapore, Singapore, SG"
"118.200.25.227","bb118-200-25-227.singnet.com.sg","Singapore, Singapore, SG"
"58.185.197.242","DNS not found","Singapore, Singapore, SG"
"202.131.254.218","DNS not found","Ulan Bator, Ulaanbaatar, MN"
"202.126.95.211","DNS not found","Ulan Bator, Ulaanbaatar, MN"
"202.21.103.139","DNS not found","Kharkhorin, ?v?rhangay, MN"
"103.9.89.122","DNS not found","Ulan Bator, Ulaanbaatar, MN"
"202.70.34.130","smtp.transco.mn","Ulan Bator, Ulaanbaatar, MN"
"64.119.30.210","DNS not found","Ulan Bator, Ulaanbaatar, MN"
"183.177.97.14","DNS not found","Ulan Bator, Ulaanbaatar, MN"
"202.126.95.201","DNS not found","Ulan Bator, Ulaanbaatar, MN"
"202.131.236.138","DNS not found","Ulan Bator, Ulaanbaatar, MN"
"202.126.95.205","DNS not found","Ulan Bator, Ulaanbaatar, MN"
"202.70.37.46","DNS not found","Ulan Bator, Ulaanbaatar, MN"
"202.21.121.214","DNS not found","Ulan Bator, Ulaanbaatar, MN"
"103.9.88.98","DNS not found","Ulan Bator, Ulaanbaatar, MN"
"192.82.64.199","DNS not found","Ulan Bator, Ulaanbaatar, MN"
"202.70.37.45","DNS not found","Ulan Bator, Ulaanbaatar, MN"
"192.82.92.230","DNS not found","Ulan Bator, Ulaanbaatar, MN"
"192.82.65.231","DNS not found","Ulan Bator, Ulaanbaatar, MN"
"103.11.192.133","DNS not found","Ulan Bator, Ulaanbaatar, MN"
"202.70.37.63","DNS not found","Ulan Bator, Ulaanbaatar, MN"
"5.187.105.5","DNS not found","Baie-Mahault, Guadeloupe, GP"
"213.16.11.174","client-adsl-213-16-11-174.mediaserv.net","Baie-Mahault, Guadeloupe, GP"
"90.15.181.24","lfbn-pap-1-93-24.w90-15.abo.wanadoo.fr","Les Abymes, Guadeloupe, GP"
"81.248.25.25","lpointe-a-pitre-656-1-34-25.w81-248.abo.wanadoo.fr","Pointe-?-Pitre, Guadeloupe, GP"
"94.124.155.120","94-124-155-120.ip.idom.fr","Les Abymes, Guadeloupe, GP"
"102.119.188.102","DNS not found","Vacoas, Plaines Wilhems, MU"
"196.192.6.101","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.163.56.58","DNS not found","Ebene, Plaines Wilhems, MU"
"102.119.180.56","DNS not found","Vacoas, Plaines Wilhems, MU"
"105.235.150.217","DNS not found","Port Louis, Port Louis, MU"
"102.163.46.134","DNS not found","Port Louis, Port Louis, MU"
"102.119.180.56","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.115.226.166","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.115.244.43","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.119.190.230","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.113.232.56","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.115.234.56","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.119.184.133","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.115.226.27","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.115.238.232","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.163.44.228","DNS not found","Port Louis, Port Louis, MU"
"102.115.239.127","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.117.239.43","DNS not found","Port Louis, Port Louis, MU"
"102.113.230.2","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.115.232.34","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.115.233.234","DNS not found","Vacoas, Plaines Wilhems, MU"
"197.225.167.82","DNS not found","Vacoas, Plaines Wilhems, MU"
"105.235.145.238","DNS not found","Vacoas, Plaines Wilhems, MU"
"41.212.152.84","ADSL-152-84.myt.mu","Vacoas, Plaines Wilhems, MU"
"102.119.190.208","DNS not found","Vacoas, Plaines Wilhems, MU"
"196.207.48.254","DNS not found","Beau Bassin-Rose Hill, Plaines Wilhems, MU"
"196.207.48.250","DNS not found","Quatre Bornes, Plaines Wilhems, MU"
"102.115.231.155","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.115.241.250","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.119.190.10","DNS not found","Vacoas, Plaines Wilhems, MU"
"196.192.8.123","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.113.229.195","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.119.194.38","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.119.184.75","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.115.249.92","DNS not found","Vacoas, Plaines Wilhems, MU"
"197.227.5.226","DNS not found","Beau Bassin-Rose Hill, Plaines Wilhems, MU"
"102.163.41.70","DNS not found","Port Louis, Port Louis, MU"
"102.119.185.214","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.115.229.221","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.113.231.36","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.115.235.126","DNS not found","Vacoas, Plaines Wilhems, MU"
"41.207.130.86","DNS not found","Port Louis, Port Louis, MU"
"196.46.50.18","DNS not found","Port Louis, Port Louis, MU"
"102.115.236.247","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.119.177.7","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.115.227.41","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.115.242.70","DNS not found","Vacoas, Plaines Wilhems, MU"
"196.207.48.246","DNS not found","Quatre Bornes, Plaines Wilhems, MU"
"102.115.234.207","DNS not found","Vacoas, Plaines Wilhems, MU"
"169.255.161.28","DNS not found","Quatre Bornes, Plaines Wilhems, MU"
"102.119.186.129","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.113.226.168","DNS not found","Vacoas, Plaines Wilhems, MU"
"169.255.160.71","DNS not found","Quatre Bornes, Plaines Wilhems, MU"
"102.115.224.74","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.119.186.47","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.119.191.22","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.115.228.55","DNS not found","Vacoas, Plaines Wilhems, MU"
"102.115.233.8","DNS not found","Vacoas, Plaines Wilhems, MU"
"169.255.160.174","DNS not found","Port Louis, Port Louis, MU"
"193.47.189.196","DNS not found","Erbil, Erbil, IQ"
"91.212.13.254","DNS not found","Sofia, Sofia-Capital, BG"
"194.182.178.210","DNS not found","Sofia, Sofia-Capital, BG"
"190.144.133.162","DNS not found","Bogot?, Bogota D.C., CO"
"201.184.65.178","static-adsl201-184-65-178.une.net.co","Bogot?, Bogota D.C., CO"
"190.60.91.228","228.91.60.190.static.host.ifxnetworks.com","Bogot?, Bogota D.C., CO"
"200.91.230.130","200-91-230-130-host.ifx.net.co","Bogot?, Bogota D.C., CO"
"181.49.10.102","DNS not found","Bogot?, Bogota D.C., CO"
"190.131.249.142","DNS not found","Bogot?, Bogota D.C., CO"
"190.69.26.98","DNS not found","Bogot?, Bogota D.C., CO"
"8.242.215.130","DNS not found","Barrio San Luis, Bogota D.C., CO"
"45.173.12.233","12.ns233.ateneatelecomunicaciones.xyz","San Gil, Santander Department, CO"
"190.85.36.172","DNS not found","Cota, Cundinamarca, CO"
"190.248.159.186","cable190-248-159-186.une.net.co","Medell?n, Antioquia, CO"
"190.24.149.35","indracompany.com","Bogot?, Bogota D.C., CO"
"200.91.246.242","DNS not found","Bogot?, Bogota D.C., CO"
"190.25.224.114","static-190-25-224-114.static.etb.net.co","Castilla La Nueva, Meta Department, CO"
"200.116.214.82","static-200-116-214-82.une.net.co","Bucaramanga, Santander Department, CO"
"186.85.149.246","static-ip-18685149246.cable.net.co","Bogot?, Bogota D.C., CO"
"186.159.115.115","115-115-159-186.static.itelkom.co","Bogot?, Bogota D.C., CO"
"186.154.221.242","static-186-154-221-242.static.etb.net.co","Bogot?, Bogota D.C., CO"
"181.49.152.218","DNS not found","Bogot?, Bogota D.C., CO"
"186.155.29.9","static-186-155-29-9.static.etb.net.co","Bogot?, Bogota D.C., CO"
"190.131.250.209","DNS not found","Bogot?, Bogota D.C., CO"
"179.50.91.70","DNS not found","Medell?n, Antioquia, CO"
"190.145.11.181","DNS not found","Bogot?, Bogota D.C., CO"
"190.109.21.138","DNS not found","Bogot?, Bogota D.C., CO"
"170.246.114.44","17024611444.ip84.static.mediacommerce.com.co","Villa de San Diego de Ubat?, Cundinamarca, CO"
"190.85.2.54","DNS not found","Bogot?, Bogota D.C., CO"
"190.60.124.66","66.124.60.190.static.host.ifxnetworks.com","Bogot?, Bogota D.C., CO"
"181.205.197.60","Dinamic-Tigo-181-205-197-60.tigo.com.co","Medell?n, Antioquia, CO"
"190.60.213.246","246.213.60.190.host.ifxnetworks.com","Bogot?, Bogota D.C., CO"
"200.122.236.219","static-dedicado-200-122-236-219.une.net.co","Bogot?, Bogota D.C., CO"
"181.204.230.82","Static-BA-181-204-230-82.tigoune.com.co","Bogot?, Bogota D.C., CO"
"186.87.231.254","dynamic-ip-18687231254.cable.net.co","Bogot?, Bogota D.C., CO"
"200.122.220.250","static-dedicado-200-122-220-250.une.net.co","Medell?n, Antioquia, CO"
"181.57.163.11","static-ip-1815716311.cable.net.co","Bogot?, Bogota D.C., CO"
"190.85.24.138","DNS not found","Funza, Cundinamarca, CO"
"186.30.28.166","static-186-30-28-166.static.etb.net.co","Bogot?, Bogota D.C., CO"
"181.205.131.58","Dinamic-Tigo-181-205-131-58.tigo.com.co","Medell?n, Antioquia, CO"
"186.154.220.13","static-186-154-220-13.static.etb.net.co","Bogot?, Bogota D.C., CO"
"186.119.120.201","DNS not found","Bogot?, Bogota D.C., CO"
"186.147.143.253","static-ip-186147143253.cable.net.co","Bogot?, Bogota D.C., CO"
"186.154.155.162","focun.com.co","Bogot?, Bogota D.C., CO"
"181.48.200.2","DNS not found","Bogot?, Bogota D.C., CO"
"190.24.150.156","centroitalianodibogota.com","Bogot?, Bogota D.C., CO"
"186.29.69.90","static-186-29-69-90.static.etb.net.co","Bogot?, Bogota D.C., CO"
"138.117.136.98","DNS not found","Madrid, Cundinamarca, CO"
"190.85.152.10","DNS not found","Bogot?, Bogota D.C., CO"
"201.216.12.142","dynamic-ip-cr20121612142.cable.net.co","Bogot?, Bogota D.C., CO"
"181.49.85.97","dynamic-ip-181498597.cable.net.co","Bogot?, Bogota D.C., CO"
"190.25.237.138","jdsupportit.com.co","Bogot?, Bogota D.C., CO"
"186.97.191.154","Dinamic-Tigo186-97-191-154.tigo.com.co","Medell?n, Antioquia, CO"
"190.60.215.26","26.215.60.190.host.ifxnetworks.com","Facatativ?, Cundinamarca, CO"
"190.121.132.105","190121132105.mc.net.co","Bogot?, Bogota D.C., CO"
"190.71.135.194","adsl190-71-135-194.epm.net.co","Bogot?, Bogota D.C., CO"
"190.26.212.178","static-190-26-212-178.static.etb.net.co","Bogot?, Bogota D.C., CO"
"200.14.47.150","host-200.14.47.150.merca.net.co","Fusagasug?, Cundinamarca, CO"
"186.147.29.67","static-ip-1861472967.cable.net.co","Bogot?, Bogota D.C., CO"
"181.48.103.18","DNS not found","Bogot?, Bogota D.C., CO"
"190.109.160.194","adsl-190-109-160-194.edatel.net.co","Medell?n, Antioquia, CO"
"190.27.37.118","dynamic-190-27-37-118.dynamic.etb.net.co","Bogot?, Bogota D.C., CO"
"190.85.250.99","DNS not found","Bogot?, Bogota D.C., CO"
"190.242.59.66","DNS not found","Bogot?, Bogota D.C., CO"
"190.71.31.155","adsl190-71-31-155.epm.net.co","Medell?n, Antioquia, CO"
"190.85.21.242","DNS not found","Bogot?, Bogota D.C., CO"
"181.129.21.150","adsl-181-129-21-150.une.net.co","Medell?n, Antioquia, CO"
"181.49.172.6","DNS not found","Bogot?, Bogota D.C., CO"
"190.60.211.178","178.211.60.190.host.ifxnetworks.com","Bogot?, Bogota D.C., CO"
"181.57.239.126","static-ip-18157239126.cable.net.co","Bogot?, Bogota D.C., CO"
"186.155.228.242","meta.gov.co","Bogot?, Bogota D.C., CO"
"190.144.9.226","DNS not found","Bogot?, Bogota D.C., CO"
"190.144.43.110","DNS not found","Soacha, Cundinamarca, CO"
"181.49.134.230","DNS not found","Bogot?, Bogota D.C., CO"
"152.200.172.243","DNS not found","Madrid, Cundinamarca, CO"
"181.48.97.68","DNS not found","Bogot?, Bogota D.C., CO"
"200.122.254.98","static-dedicado-200-122-254-98.une.net.co","Bogot?, Bogota D.C., CO"
"200.91.214.132","desenliste.ifx.net.co","Bogot?, Bogota D.C., CO"
"186.28.237.194","static-186-28-237-194.static.etb.net.co","Bogot?, Bogota D.C., CO"
"190.121.159.185","190121159185.ip14.static.mediacommerce.com.co","Bogot?, Bogota D.C., CO"
"181.143.45.154","static-181-143-45-154.une.net.co","Medell?n, Antioquia, CO"
"190.29.97.246","mail.etigraf.com.co","Medell?n, Antioquia, CO"
